sno,context,charA,charB,relation,movie_name,GenderA,GenderB,GenderNeutral,RaceA,RaceB,Remarks
346," Indy: Look, can we discuss this later?
Henry: I should have mailed it to the Marx Brothers.
Indy: Will you take it easy....!
Henry: Take it easy?! Why do you think I sent it home in the first place?
Indy: I came here to save you.
Henry: Oh yeah? And who's gonna come to save you, Junior??
Indy: I told you--
Henry: Look what you did!!
Henry: I can't believe what you just.... ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,1,White,White,
347," Henry: Umh?
Indy: How did you she was a Nazi?
Henry: She talks in her sleep.
Henry: I didn't trust her. Why did you? ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,1,White,White,
348," Henry: Ohh. . .
Indy: Ooooh... I like the Austrian way better.
Henry: So did I.
Indy: Let's try and get these ropes loose. We've got to get to Marcus before the Nazis do!
Henry: You said he had two days' start.
Indy: Are you kidding?.I made that up! You know Marcus.he got lost once in his own museum!
Indy: Can you try and reach into my left jacket pocket?
Henry: What am I looking for?
Indy: My lucky charm.
Henry: Feels like a cigarette lighter. ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,1,White,White,
349," Henry: I ought to tell you something.
Indy: Don't get sentimental now Dad. save it 'til we get out of here.
Henry: The floor's on fire! See?!
Indy: What???
Henry: And the chair.
Indy: All right, movel Move!  Rock your Chair.  Do what I do. ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,dad
350," Indy: Dad!
Henry: What?
Indy: Dad!
Henry: What?
Indy: Dad!
Henry: What?
Indy: Head for the fireplace!
Henry: Oh. ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,dad
351," Henry: Stop!
Indy: What?
Henry: Stop! Stop!
Henry: You're going the wrong Way!  We have to get to Berlin!
Henry: My Diary's in Berlin.
Indy: You don't need the Diary, Dad.
Henry: There is more in the Diary than just the map.
Indy: All right Dad.tell me.
Henry: Well, he who finds the Grail must face the final challenge.
Indy: What final challenge?
Henry: Three devices of such lethal cunning.
Indy: Booby traps? ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,dad
352," Indy: But what are they? Can't you remember?
Henry: I wrote them down in my Diary so that I wouldn't have to remember INDY
Henry: Yes! The only thing that matters is the Grail.
Indy: What about Marcus?
Henry: Marcus would agree with me.
Indy: Two selfless martyrs. Jesus Christl HENRY slaps him across the face. INDY is rocked to his foundations, not by any means entirely by the blow itself.
Henry: That's for blasphemy. The quest for the Grail is not archaeology.
Indy: This is an obsession Dad. I never understood it. Never. Neither did Mom.
Henry: Oh yes, she did. Only too well. ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,Dad
353," Henry: Well, I'm as human as the next man.
Indy: I was the next man.
Henry: Ships that pass in the night...
Indy: Do you remember the last time we had a quiet drink? I had a milk shake.
Henry: Hmmm... What did we talk about?
Indy: We didn't talk. We never talked.
Henry: And do I detect a rebuke?
Indy: A regret. It was just the two of us, Dad. It was a lonely way to grow up. For you, too. If you had been an ordinary, average father like the other guys' dads, you'd have understood that.
Henry: Actually, I was a wonderful father.
Indy: When?
Henry: Did I ever tell you to eat up? ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,father
354," Henry: You left just when you were becoming interesting.
Indy: Dad, how can you --?
Henry: Very well. I'm here now.
Henry: What do you want to talk about?
Indy: Well... I can't think of anything.
Henry: Then what are you complaining about?
Indy: What does that mean?
Henry: I don't know. We'll find out. ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,dad
355," Indy: Thanks.
Henry: Those people are trying to kill us!
Indy: I know, Dadl HENRY
Indy: It happens to me all the time. ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,Dad
356," Henry: Elsa never really believed in the Grail. She thought she'd found a prize.
Indy: What did vou find, Dad?
Henry: Me?... Illumination.
Henry: What did you find, Junior?
Indy: Junior?! Dad... ",Henry,Indy,Child-Parent,Indiana Jones and the Last Crusade,Male,Male,0,White,White,Dad
357," Willie: You did good...
Beck: What?
Willie: Today...with DeJesus.  That was smart thinking to get him inside...
Beck: There probably wasn't anything wrong with his suit...
Willie: Still...you did the right thing. ",Beck,Willie,Colleague/Partners,Leviathan,Male,Female,1,White,White,"Beck is a last name, Willie seems to be a middle name"
358," Willie: After a month of it you'd think I'd be used to it.
Beck: How's astronaut training?
Willie: Why?  You going to give me hard time like the others?
Beck: No.  I'm just being friendly.
Willie: Good...It's going good.
Beck: Whatever made you want to do a tour down here?
Willie: I need electrical field experience on my resume.
Beck: Everybody in corporate training serves a tour on the line.  Sup-
Willie: Has it helped?
Willie: I guess there's not a lot of adventure in the Control Room.
Beck: You think I should hang around more with the crew?
Willie: Well, I always heard you don't 'learn' leadership, you earn it.
Beck: I guess I figured if I was in their shoes that's what I would've done.
Willie: Maybe you're more one of us than you think...sir. ",Beck,Willie,Colleague/Partners,Leviathan,Male,Female,0,White,White,sir
359," Beck: Martin, you asshole...
Willie: They know, don't they?
Beck: Yeah...I think they're just deciding what to do with us.
Willie: Maybe they already have. ",Beck,Willie,Colleague/Partners,Leviathan,Male,Female,1,White,White,"could be figured from name, but the name could easily be replaced with another as everything else is gender neutral"
360," Beck: We're on backup air.
Willie: How much time does that give us?
Beck: Less than an hour.  It's ruptured an air duct.
Willie: Can't we fix it? ",Beck,Willie,Colleague/Partners,Leviathan,Male,Female,1,White,White,
361," Taylor: Shit, the way I played today, I wouldn't be surprised if they red-
Hayes: What do ya mean?
Taylor: Red tag in your locker means the manager wants to see you, 'cause you just died and went to the minors.
Taylor: Don't worry, they don't cut anybody the first day. ",Hayes,Taylor,Colleague/Partners,Major League,Male,Male,1,Black,White,Both are last names
362," Taylor: What are you gonna have?
Hayes: I don't know. What language is this?
Taylor: French.
Hayes: They got patty melts over there?
Taylor: Forget it. I'll order. Let's have a toast.
Taylor: Here's to baseball, here's to the start of two great careers, and for me, here's to at least one more good year in the sun. ",Hayes,Taylor,Colleague/Partners,Major League,Male,Male,1,Black,White,
363," Taylor: That's my wife.
Hayes: Does she know it?
Taylor: I mean she woulda been if I hadn't screwed it up. Who's that guy she's with?
Hayes: I don't know. He's not wearing a name tag. ",Hayes,Taylor,Colleague/Partners,Major League,Male,Male,0,Black,White,"that's my wife, is an indicator that the person is a male if hetrosexual relationships are considered"
364," Taylor: It's one of the masterpieces of American literature, that's all.
Hayes: Lynn put you on to this?
Taylor: Long time ago.
Hayes: Well, we're goin' to a club tonight.
Taylor: No, I got some more reading to do.
Hayes: What, you got a test or somethin'?
Taylor: I might if I knew where she lives.
Hayes: Easy. Tail her home from the library.
Taylor: You mean sit in a car and wait for her to come out? That's kinda juvenile, don't you think? ",Hayes,Taylor,Colleague/Partners,Major League,Male,Male,1,Black,White,
365," Dances with wolves: I'm here.
Stands with a fist: Grass grows on the prairie.
Dances with wolves: Fire lives on the prairie.
Stands with a fist: Wrong.
Stands with a fist: That man is a fighter.
Dances with wolves: Again.
Stands with a fist: That man is a fighter.
Dances with wolves: Alright... I have it...
Stands with a fist: Yes...
Dances with wolves: Is...
Dances with wolves: A... bone!
Dances with wolves: A bone... right?
Dances with wolves: What is the word for beautiful? ",Dances with wolves,Stands with a fist,Spouse,Dances with Wolves,Male,Female,1,Unk,Unk,data issue? character names are not proper
366," Dances with wolves: Let us take you.
Dances with wolves: How did you get your name?
Stands with a fist: I was not very old when I came to be with the people... I was made to work.
Stands with a fist: I worked every day... very hard...
Dances with wolves: I would not think so.
Dances with wolves: Show me where you hit her.
Dances with wolves: Why are you not married?
Stands with a fist: I must go.
Dances with wolves: I'm sorry. Let me help...
Stands with a fist: No. ",Dances with wolves,Stands with a fist,Spouse,Dances with Wolves,Male,Female,1,Unk,Unk,
367," Stands with a fist: I am in mourning.
Dances with wolves: I know... Stone Calf told me.
Stands with a fist: No one can know... we must be careful.
Dances with wolves: Yes.
Stands with a fist: We must be careful. ",Dances with wolves,Stands with a fist,Spouse,Dances with Wolves,Male,Female,1,Unk,Unk,
368," Dances with wolves: You have nothing to say?
Stands with a fist: What can I tell you?
Dances with wolves: What ever is on your mind.
Stands with a fist: We have decided. You are my husband. ",Dances with wolves,Stands with a fist,Spouse,Dances with Wolves,Male,Female,0,Unk,Unk,my husband
369," Lori: Hi. You OK?
Boone: Yep.
Lori: You want something to eat?
Boone: Sure. What time is it?
Lori: Nine-thirty. I was letting you doze.
Boone: Thought you'd worn me out, huh?
Lori: You know what?
Boone: What?
Lori: We should get out of Calgary for a few days. Just take off.
Boone: Anywhere special?
Lori: Somewhere we can be alone together.
Boone: More alone than this?
Lori: Yeah. Just you and me. No work. No telephone calls. No...
Boone: Bad dreams.
Lori: No bad dreams.
Boone: How did you know?
Lori: I know. I always know. It's no big deal.
Boone: I'm going around in some crazy loop in my head.
Lori: You're not crazy.
Boone: No.
Lori: Say it like you mean it.
Boone: I believe it. I'm not crazy. But I want this damn dream out of my head.
Boone: Decker's started calling me again.
Lori: When?
Boone: All last week. Every day.
Lori: What does he want?
Boone: I don't know. I haven't called him back.
Lori: If he can help, see him. Tell him it's all gone but the bad dreams.
Boone: They're not bad. That's what's weird. The more I have them the more I like them. Now I do sound like a crazy, right?
Lori: No. You sound like the man I love. A little haunted, maybe, but the sanest man I ever met.
Boone: Keep going.
Lori: Will you see Decker?
Boone: You think I should?
Lori: Where's the harm? You tell him from me, I'm the only thing you should be dreaming about.
Boone: I don't think he'd get it. He never had a wet dream in his life.
Lori: I don't want to be competing with things I can't see, Boone.
Boone: I'm not going anywhere, Lori. Except with you.
Lori: I can't hear that often enough.
Boone: I'll never leave you. Not ever. I swear.
Boone: Can't remember a time when I didn't love you.
Lori: How about before we met?
Boone: Even then. ",Boone,Lori,Lovers,Nightbreed,Male,Female,0,White,White,sound like the man i love
370," Boone: Why is it so empty?
Lori: They must be at the rodeo.
Boone: I smell blood.
Lori: What?
Boone: So much blood...
Lori: It's okay. ",Boone,Lori,Lovers,Nightbreed,Male,Female,1,White,White,
371," Lori: It was Decker...Decker did this...
Boone: Stay away from me...
Lori: Boone, what is it?
Boone: I don't want you to see...
Lori: See what?
Boone: Get out! Do as I say!
Lori: I won't leave you... ",Boone,Lori,Lovers,Nightbreed,Male,Female,1,White,White,could be figured from name
372," Lori: I don't think so.
Boone: You know what I did in that room? I'm a goddamn cannibal.
Lori: They're going to come for you.
Boone: Let them. Let them find some way to kill me.
Lori: You can't die. Midian needs you.
Boone: Midian's just a hole in the ground. It's full of things that should lie down and stay dead.
Lori: All right. If not for the Breed, then for me. You can't give up on us.
Boone: You talk like you're one of them.
Lori: Maybe I wish I was. Some little part of me.  All I know is, I'm not afraid of you. I know I should be, but I'm not. I still want you, whatever you are. And I'm not going to leave you. If they come for you, then they'll have to kill me too.
Boone: No!
Lori: So fight. For both of us. For all of us. I don't want to be dust. I want us flesh and blood. Kiss me. I love you. ",Boone,Lori,Lovers,Nightbreed,Male,Female,1,White,White,
